"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 14 19:13:04 IST 2022","Mon Nov 14 19:13:54 IST 2022","49729","","Incident Test Light theme","","Incident Test Light theme","Verify that in User Correlation view, the title of 'Key Attributes' table is 'Key Attributes'-Light","Verify that in User Correlation view, the title of 'Key Attributes' table is 'Key Attributes'-Light",""
"passed","Wed Nov 16 04:00:15 IST 2022","Wed Nov 16 04:00:54 IST 2022","38935","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user is able to check the 'Pre-processing' checkbox in Filter Block right panel-Light","Verify that user is able to check the 'Pre-processing' checkbox in Filter Block right panel-Light",""
"passed","Sat Nov 12 18:55:23 IST 2022","Sat Nov 12 18:56:03 IST 2022","40091","","Connector Test Light theme","","Connector Test Light theme","Verify the quick search filter list is as expected on Enrichment, Ingestion and Response connector tab-Light","Verify the quick search filter list is as expected on Enrichment, Ingestion and Response connector tab-Light",""
"passed","Wed Nov 16 11:40:55 IST 2022","Wed Nov 16 11:41:29 IST 2022","34452","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that dragging and dropping 'Call Internal Function' to main canvas area of Playbook Editor opens Call Internal Function right panel initial view showing list of functions-Dark","Verify that dragging and dropping 'Call Internal Function' to main canvas area of Playbook Editor opens Call Internal Function right panel initial view showing list of functions-Dark",""
"passed","Wed Nov 16 03:10:11 IST 2022","Wed Nov 16 03:10:53 IST 2022","41867","","Playbook Test Light theme","","Playbook Test Light theme","Verify that given decision name by user is reflected on main canvas area on decision block after addition-Light","Verify that given decision name by user is reflected on main canvas area on decision block after addition-Light",""
"passed","Mon Nov 14 18:11:03 IST 2022","Mon Nov 14 18:11:42 IST 2022","38994","","Incident Test Light theme","","Incident Test Light theme","Verify that User is able to remove selected filter from SELECTED FILTERS section using cross icon of selected filter in Incidents page Add Filter window-Light","Verify that User is able to remove selected filter from SELECTED FILTERS section using cross icon of selected filter in Incidents page Add Filter window-Light",""
"passed","Sat Nov 12 18:01:17 IST 2022","Sat Nov 12 18:02:31 IST 2022","74103","","Connector Test Dark theme","","Connector Test Dark theme","Verify that User is able to configure a instance for a connector successfully-Dark","Verify that User is able to configure a instance for a connector successfully-Dark",""
"passed","Wed Nov 16 02:56:09 IST 2022","Wed Nov 16 02:57:17 IST 2022","68019","","Playbook Test Light theme","","Playbook Test Light theme","Verify that Playbook Details right panel should be updated if playbook fields are updated in Create Playbook form-Light","Verify that Playbook Details right panel should be updated if playbook fields are updated in Create Playbook form-Light",""
"passed","Wed Nov 16 03:10:53 IST 2022","Wed Nov 16 03:11:57 IST 2022","63726","","Playbook Test Light theme","","Playbook Test Light theme","Verify that hovering on decision block with added condition and clicking on Edit icon opens editable right panel with Cancel and Save Changes button-Light","Verify that hovering on decision block with added condition and clicking on Edit icon opens editable right panel with Cancel and Save Changes button-Light",""
"passed","Wed Nov 16 11:38:58 IST 2022","Wed Nov 16 11:39:32 IST 2022","33791","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on 'playbook's name' in breadcrumb of Playbook Editor shows 'Work not saved' modal-Dark","Verify that clicking on 'playbook's name' in breadcrumb of Playbook Editor shows 'Work not saved' modal-Dark",""
"passed","Wed Nov 16 10:39:14 IST 2022","Wed Nov 16 10:39:49 IST 2022","35850","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on 'No' button on Work not saved modal keeps User on Create Playbook form (Published and Draft)-Dark","Verify that clicking on 'No' button on Work not saved modal keeps User on Create Playbook form (Published and Draft)-Dark",""
"passed","Wed Nov 16 02:41:22 IST 2022","Wed Nov 16 02:42:11 IST 2022","48391","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to remove selected filter from SELECTED FILTERS section using cross icon of selected filter in Add Filter window-Light","Verify that User is able to remove selected filter from SELECTED FILTERS section using cross icon of selected filter in Add Filter window-Light",""
"passed","Sat Nov 12 18:51:15 IST 2022","Sat Nov 12 18:53:38 IST 2022","143567","","Connector Test Light theme","","Connector Test Light theme","Verify that setting Configured Connectors toggle ON in Enrichment tab, remains ON on Ingestion and Response connector tab also-Light","Verify that setting Configured Connectors toggle ON in Enrichment tab, remains ON on Ingestion and Response connector tab also-Light",""
"passed","Mon Nov 14 19:01:12 IST 2022","Mon Nov 14 19:01:48 IST 2022","35956","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incidents List view, the heading *Severity is shown on top right of Severity wise count distribution box-Light","Verify that in Incidents List view, the heading *Severity is shown on top right of Severity wise count distribution box-Light",""
"passed","Wed Nov 16 10:47:17 IST 2022","Wed Nov 16 10:47:48 IST 2022","31363","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to save playbook with 'On Incident Updation' trigger checkbox selected-Dark","Verify that User is able to save playbook with 'On Incident Updation' trigger checkbox selected-Dark",""
"passed","Wed Nov 16 11:18:57 IST 2022","Wed Nov 16 11:20:07 IST 2022","70804","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that in Playbook Add Filter window, an error message 'Please enter some value.' is shown when User does not enter any value for +playbook.name and +cre.name filter-Dark","Verify that in Playbook Add Filter window, an error message 'Please enter some value.' is shown when User does not enter any value for +playbook.name and +cre.name filter-Dark",""
"passed","Mon Nov 14 18:12:22 IST 2022","Mon Nov 14 18:12:58 IST 2022","35766","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incidents Add Filter window, admin is able to remove multiple filters from SELECTED FILTERS section-Light","Verify that in Incidents Add Filter window, admin is able to remove multiple filters from SELECTED FILTERS section-Light",""
"passed","Mon Nov 14 18:57:03 IST 2022","Mon Nov 14 18:58:23 IST 2022","80001","","Incident Test Light theme","","Incident Test Light theme","Verify that counts of incident status: New, Investigation, Remediation, Closed shown on top of table matches with number of rows in table for each status-Light","Verify that counts of incident status: New, Investigation, Remediation, Closed shown on top of table matches with number of rows in table for each status-Light",""
"passed","Tue Nov 15 13:33:11 IST 2022","Tue Nov 15 13:33:54 IST 2022","42383","","Incident Test Dark theme","","Incident Test Dark theme","Verify that success toast notification is shown on saving a filter with name in Incident Add Filter modal-Dark","Verify that success toast notification is shown on saving a filter with name in Incident Add Filter modal-Dark",""
"passed","Wed Nov 16 10:52:46 IST 2022","Wed Nov 16 10:53:19 IST 2022","33448","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify in Published Playbooks tab and Draft Playbooks tab that clicking on 'Playbooks' in breadcrumbs of Copy Playbook form shows 'Work not saved' modal-Dark","Verify in Published Playbooks tab and Draft Playbooks tab that clicking on 'Playbooks' in breadcrumbs of Copy Playbook form shows 'Work not saved' modal-Dark",""
"passed","Mon Nov 14 18:21:22 IST 2022","Mon Nov 14 18:22:17 IST 2022","54613","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to filter incidents list by single priority and multiple priority-Light","Verify that user is able to filter incidents list by single priority and multiple priority-Light",""
"passed","Mon Nov 14 18:03:44 IST 2022","Mon Nov 14 18:04:19 IST 2022","34992","","Incident Test Light theme","","Incident Test Light theme","Verify that clicking on close (cross x) icon in 'Playbook Action' modal closes the modal and does not execute the Playbook-Light","Verify that clicking on close (cross x) icon in 'Playbook Action' modal closes the modal and does not execute the Playbook-Light",""
"passed","Tue Nov 15 14:17:56 IST 2022","Tue Nov 15 14:18:34 IST 2022","37427","","Incident Test Dark theme","","Incident Test Dark theme","Verify that alerts in Base Alerts view are arranged in descending order of CREATED ON column i.e. latest on top in that particular duration-Dark","Verify that alerts in Base Alerts view are arranged in descending order of CREATED ON column i.e. latest on top in that particular duration-Dark",""
"passed","Wed Nov 16 02:06:42 IST 2022","Wed Nov 16 02:07:16 IST 2022","33800","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on 'No' button on Work not saved modal keeps User on Create Playbook form (Published and Draft)-Light","Verify that clicking on 'No' button on Work not saved modal keeps User on Create Playbook form (Published and Draft)-Light",""
"passed","Wed Nov 16 10:24:09 IST 2022","Wed Nov 16 10:25:49 IST 2022","100096","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User should be able to sort playbooks based on Created On and Updated On column in ascending and descending order in Published Playbooks-Dark","Verify User should be able to sort playbooks based on Created On and Updated On column in ascending and descending order in Published Playbooks-Dark",""
"passed","Wed Nov 16 10:14:48 IST 2022","Wed Nov 16 10:15:03 IST 2022","14679","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify clicking on Playbooks on left sidebar panel opens Published Playbooks tab-Dark","Verify clicking on Playbooks on left sidebar panel opens Published Playbooks tab-Dark",""
"failed","Wed Nov 16 10:49:52 IST 2022","Wed Nov 16 10:50:13 IST 2022","21491","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User is able to Copy Draft Playbook-Dark","Verify User is able to Copy Draft Playbook-Dark",""
"passed","Wed Nov 16 11:06:06 IST 2022","Wed Nov 16 11:06:37 IST 2022","31692","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is be able to see Search Filter component in Published Playbooks and Draft Playbooks tab-Dark","Verify that User is be able to see Search Filter component in Published Playbooks and Draft Playbooks tab-Dark",""
"passed","Wed Nov 16 04:05:50 IST 2022","Wed Nov 16 04:08:39 IST 2022","169748","","Playbook Test Light theme","","Playbook Test Light theme","Verify the error toast notifications for different scenarios of created flow diagram when validating in Playbook Editor page is as expected-Light","Verify the error toast notifications for different scenarios of created flow diagram when validating in Playbook Editor page is as expected-Light",""
"passed","Mon Nov 14 17:29:49 IST 2022","Mon Nov 14 17:30:24 IST 2022","35507","","Incident Test Light theme","","Incident Test Light theme","Verify the Incidents count is shown in Incident Timeline view-Light","Verify the Incidents count is shown in Incident Timeline view-Light",""
"passed","Wed Nov 16 01:54:20 IST 2022","Wed Nov 16 01:55:03 IST 2022","42506","","Playbook Test Light theme","","Playbook Test Light theme","Verify the count shown on top in Draft Playbooks tab is equal to number of rows in the table-Light","Verify the count shown on top in Draft Playbooks tab is equal to number of rows in the table-Light",""
"passed","Tue Nov 15 14:23:57 IST 2022","Tue Nov 15 14:24:33 IST 2022","36142","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Playbook Output modal's left side pane/window, the Default Playbook and Default Playbook name is visible-Dark","Verify that in Playbook Output modal's left side pane/window, the Default Playbook and Default Playbook name is visible-Dark",""
"passed","Wed Nov 16 11:11:40 IST 2022","Wed Nov 16 11:12:21 IST 2022","40469","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on added filters count '3 Filter(s)'' opens Add Filter overlay window with same 3 filters shown in Selected Filters section in Draft Playbooks tab-Dark","Verify that clicking on added filters count '3 Filter(s)'' opens Add Filter overlay window with same 3 filters shown in Selected Filters section in Draft Playbooks tab-Dark",""
"passed","Mon Nov 14 18:26:41 IST 2022","Mon Nov 14 18:27:30 IST 2022","48826","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incident Add Filter window, clicking on cross x icon before Add+ button clears the Search Filter field after selecting '+ incident.name' or '+ incident.id' or 'assignee.name'-Light","Verify that in Incident Add Filter window, clicking on cross x icon before Add+ button clears the Search Filter field after selecting '+ incident.name' or '+ incident.id' or 'assignee.name'-Light",""
"passed","Wed Nov 16 10:31:35 IST 2022","Wed Nov 16 10:32:13 IST 2022","38478","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on create playbook button below 'No playbooks found' in empty state should redirect to create playbook form from published playbooks tab-Dark","Verify that clicking on create playbook button below 'No playbooks found' in empty state should redirect to create playbook form from published playbooks tab-Dark",""
"passed","Sat Nov 12 18:53:38 IST 2022","Sat Nov 12 18:54:24 IST 2022","45353","","Connector Test Light theme","","Connector Test Light theme","Verify that turning ON the Configured Connectors shown only those connectors which have '[tick icon] Configured' in TENANT INSTANCE column in Enrichment, Ingestion and Response connector tab-Light","Verify that turning ON the Configured Connectors shown only those connectors which have '[tick icon] Configured' in TENANT INSTANCE column in Enrichment, Ingestion and Response connector tab-Light",""
"passed","Tue Nov 15 14:22:33 IST 2022","Tue Nov 15 14:23:57 IST 2022","83534","","Incident Test Dark theme","","Incident Test Dark theme","Verify that counts of incident status: New, Investigation, Remediation, Closed shown on top of table matches with number of rows in table for each status-Dark","Verify that counts of incident status: New, Investigation, Remediation, Closed shown on top of table matches with number of rows in table for each status-Dark",""
"passed","Sat Nov 12 20:01:34 IST 2022","Sat Nov 12 20:01:53 IST 2022","18769","","SLA Test Light theme","","SLA Test Light theme","Verify that an error message is shown when the Investigation value > Remediation value > Closed value for that particular Severity row in a SLA panel-Light","Verify that an error message is shown when the Investigation value > Remediation value > Closed value for that particular Severity row in a SLA panel-Light",""
"passed","Mon Nov 14 18:54:16 IST 2022","Mon Nov 14 18:54:49 IST 2022","33075","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incident Summary right panel, the notes in NOTES section are arranged in descending order of date-time-Light","Verify that in Incident Summary right panel, the notes in NOTES section are arranged in descending order of date-time-Light",""
"passed","Wed Nov 16 12:29:11 IST 2022","Wed Nov 16 12:30:09 IST 2022","57826","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to update/edit saved internal function details by using edit icon on saved internal function block in main canvas area-Dark","Verify that user is able to update/edit saved internal function details by using edit icon on saved internal function block in main canvas area-Dark",""
"passed","Wed Nov 16 12:28:10 IST 2022","Wed Nov 16 12:29:11 IST 2022","60704","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to update added internal function's block name successfully using Name field in Editable right panel-Dark","Verify that user is able to update added internal function's block name successfully using Name field in Editable right panel-Dark",""
"passed","Mon Nov 14 18:12:58 IST 2022","Mon Nov 14 18:13:27 IST 2022","29274","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incident Right panel, clicking on 'View Playbook Output >' link in BASIC INFORMATION section opens Playbook Output modal showing Default Playbook's output as filter is applied-Light","Verify that in Incident Right panel, clicking on 'View Playbook Output >' link in BASIC INFORMATION section opens Playbook Output modal showing Default Playbook's output as filter is applied-Light",""
"passed","Wed Nov 16 03:15:36 IST 2022","Wed Nov 16 03:16:28 IST 2022","51176","","Playbook Test Light theme","","Playbook Test Light theme","Verify that deleting external function block from main canvas area, closes the right panel and removes block from main canvas area-Light","Verify that deleting external function block from main canvas area, closes the right panel and removes block from main canvas area-Light",""
"passed","Wed Nov 16 11:48:16 IST 2022","Wed Nov 16 11:49:29 IST 2022","73340","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Edit button on read only view of added internal function block right panel shows Editable internal function right panel with Cancel and Save changes button-Dark","Verify that clicking on Edit button on read only view of added internal function block right panel shows Editable internal function right panel with Cancel and Save changes button-Dark",""
"passed","Wed Nov 16 10:57:26 IST 2022","Wed Nov 16 10:58:00 IST 2022","33487","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify in Draft Playbooks tab user gets a toast notification on deleting a specific playbook-Dark","Verify in Draft Playbooks tab user gets a toast notification on deleting a specific playbook-Dark",""
"passed","Sat Nov 12 19:55:40 IST 2022","Sat Nov 12 19:55:52 IST 2022","12281","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'False Positive Rate' widget on SOC Manager Dashboard Page.-Light","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'False Positive Rate' widget on SOC Manager Dashboard Page.-Light",""
"passed","Wed Nov 16 03:19:54 IST 2022","Wed Nov 16 03:20:39 IST 2022","44535","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user should see truncated text for playbook description after 5-7 lines and more link to see full description and less link to see incomplete text.-Light","Verify that user should see truncated text for playbook description after 5-7 lines and more link to see full description and less link to see incomplete text.-Light",""
"passed","Tue Nov 15 14:26:59 IST 2022","Tue Nov 15 14:27:36 IST 2022","36700","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Incidents List view, the heading *Severity is shown on top right of Severity wise count distribution box-Dark","Verify that in Incidents List view, the heading *Severity is shown on top right of Severity wise count distribution box-Dark",""
"passed","Wed Nov 16 03:07:10 IST 2022","Wed Nov 16 03:07:57 IST 2022","46644","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on Delete icon on external function block shows Delete block modal-Light","Verify that clicking on Delete icon on external function block shows Delete block modal-Light",""
"passed","Sat Nov 12 19:50:27 IST 2022","Sat Nov 12 19:50:33 IST 2022","6410","","Dashboard Test Light theme-Admin","","Dashboard Test Light theme-Admin","Verify Admin is able to view timeframe breakpoints on each widget of Admin Dashboard Page.-Light","Verify Admin is able to view timeframe breakpoints on each widget of Admin Dashboard Page.-Light",""
"passed","Mon Nov 14 18:00:13 IST 2022","Mon Nov 14 18:00:45 IST 2022","31498","","Incident Test Light theme","","Incident Test Light theme","Verify that User is able to add and apply one filter in Incidents List view-Light","Verify that User is able to add and apply one filter in Incidents List view-Light",""
"passed","Wed Nov 16 02:42:11 IST 2022","Wed Nov 16 02:42:59 IST 2022","48056","","Playbook Test Light theme","","Playbook Test Light theme","Verify that From Date and To Date calendar is shown for Created On and Updated On AVAILABLE FILTERS in Add Filter window-Light","Verify that From Date and To Date calendar is shown for Created On and Updated On AVAILABLE FILTERS in Add Filter window-Light",""
"passed","Tue Nov 15 13:28:33 IST 2022","Tue Nov 15 13:29:08 IST 2022","34788","","Incident Test Dark theme","","Incident Test Dark theme","Verify that clicking on close (cross x) icon in 'Playbook Action' modal closes the modal and does not execute the Playbook-Dark","Verify that clicking on close (cross x) icon in 'Playbook Action' modal closes the modal and does not execute the Playbook-Dark",""
"passed","Sat Nov 12 18:09:03 IST 2022","Sat Nov 12 18:09:28 IST 2022","24733","","Connector Test Dark theme","","Connector Test Dark theme","'Connecter Details' field is as expected before selecting Connector Name-Dark","'Connecter Details' field is as expected before selecting Connector Name-Dark",""
"passed","Sat Nov 12 18:44:31 IST 2022","Sat Nov 12 18:44:44 IST 2022","12429","","Connector Test Light theme","","Connector Test Light theme","Verify Connectors list is set to default tab - Enrichment Connector tab-Light","Verify Connectors list is set to default tab - Enrichment Connector tab-Light",""
"passed","Tue Nov 15 13:25:58 IST 2022","Tue Nov 15 13:26:24 IST 2022","25850","","Incident Test Dark theme","","Incident Test Dark theme","Verify that 3 options 'Last 7 Days, Last 15 Days, Last 30 Days' are shown for 'Search For' dropdown in 'Saved Filter' tab of Incident Add Filter window-Dark","Verify that 3 options 'Last 7 Days, Last 15 Days, Last 30 Days' are shown for 'Search For' dropdown in 'Saved Filter' tab of Incident Add Filter window-Dark",""
"passed","Sat Nov 12 18:45:49 IST 2022","Sat Nov 12 18:46:47 IST 2022","58067","","Connector Test Light theme","","Connector Test Light theme","Verify that adding quick filter on Enrichment connector tab is not added in Ingestion and Response tab when switching to Ingestion and Response tab-Light","Verify that adding quick filter on Enrichment connector tab is not added in Ingestion and Response tab when switching to Ingestion and Response tab-Light",""
"passed","Wed Nov 16 03:03:47 IST 2022","Wed Nov 16 03:04:19 IST 2022","31473","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on 'No' in Work not saved modal at Playbook Editor page, closes the Work not saved modal and remains on Playbook Editor page-Light","Verify that clicking on 'No' in Work not saved modal at Playbook Editor page, closes the Work not saved modal and remains on Playbook Editor page-Light",""
"passed","Wed Nov 16 02:07:46 IST 2022","Wed Nov 16 02:08:09 IST 2022","23019","","Playbook Test Light theme","","Playbook Test Light theme","Verify that Search field also gets collapsed when Available Parameters is collapsed in Create Playbook form -Light","Verify that Search field also gets collapsed when Available Parameters is collapsed in Create Playbook form -Light",""
"passed","Tue Nov 15 14:13:54 IST 2022","Tue Nov 15 14:14:24 IST 2022","29805","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able draw and drag the rectangle slider box using + icon on the x-axis in timeline graph in Incident Timeline view-Dark","Verify that user is able draw and drag the rectangle slider box using + icon on the x-axis in timeline graph in Incident Timeline view-Dark",""
"failed","Wed Nov 16 12:16:35 IST 2022","Wed Nov 16 12:17:20 IST 2022","44596","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to delete Decision block from its right panel after filling the decision right panel and adding it-Dark","Verify that user is able to delete Decision block from its right panel after filling the decision right panel and adding it-Dark",""
"passed","Tue Nov 15 14:26:24 IST 2022","Tue Nov 15 14:26:59 IST 2022","35028","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in ENDPOINTS AND USERS section of Incident Summary right panel, 3 dots is shown in front of each entry in Endpoints and Users subsection-Dark","Verify that in ENDPOINTS AND USERS section of Incident Summary right panel, 3 dots is shown in front of each entry in Endpoints and Users subsection-Dark",""
"passed","Mon Nov 14 19:18:20 IST 2022","Mon Nov 14 19:20:09 IST 2022","109169","","Incident Test Light theme","","Incident Test Light theme","Verify that clicking on Cross icon (Close) in User List and Timeline page - Add Filter window closes the Add Filter window-Light","Verify that clicking on Cross icon (Close) in User List and Timeline page - Add Filter window closes the Add Filter window-Light",""
"passed","Wed Nov 16 12:03:44 IST 2022","Wed Nov 16 12:04:36 IST 2022","51279","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to move Decision block in main canvas area-Dark","Verify that user is able to move Decision block in main canvas area-Dark",""
"passed","Wed Nov 16 13:02:49 IST 2022","Wed Nov 16 13:08:15 IST 2022","325626","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that playbook list gets filtered correctly for different combinations of triggers filter-Dark","Verify that playbook list gets filtered correctly for different combinations of triggers filter-Dark",""
"passed","Wed Nov 16 10:59:33 IST 2022","Wed Nov 16 11:00:05 IST 2022","31870","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to search and apply quick filters in Published Playbooks-Dark","Verify that User is able to search and apply quick filters in Published Playbooks-Dark",""
"passed","Mon Nov 14 19:11:25 IST 2022","Mon Nov 14 19:12:14 IST 2022","49425","","Incident Test Light theme","","Incident Test Light theme","Verify that in User List view, clicking on Add+ opens Add Filter modal-Light","Verify that in User List view, clicking on Add+ opens Add Filter modal-Light",""
"passed","Mon Nov 14 18:19:04 IST 2022","Mon Nov 14 18:19:52 IST 2022","48303","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to add and apply more than one filter in Base Alerts tab using Base Alerts Add Filter window-Light","Verify that user is able to add and apply more than one filter in Base Alerts tab using Base Alerts Add Filter window-Light",""
"passed","Wed Nov 16 02:21:40 IST 2022","Wed Nov 16 02:22:15 IST 2022","34952","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on Close icon on Work not saved modal keeps User on Copy Playbook form (Published and Draft) when copying playbook-Light","Verify that clicking on Close icon on Work not saved modal keeps User on Copy Playbook form (Published and Draft) when copying playbook-Light",""
"passed","Mon Nov 14 17:38:43 IST 2022","Mon Nov 14 17:39:14 IST 2022","30443","","Incident Test Light theme","","Incident Test Light theme","Verify the 6 sections in the Incident Summary right panel are in correct order-Light","Verify the 6 sections in the Incident Summary right panel are in correct order-Light",""
"passed","Wed Nov 16 04:29:18 IST 2022","Wed Nov 16 04:29:59 IST 2022","40658","","Playbook Test Light theme","","Playbook Test Light theme","Verify that in Published Playbooks tab, an error message 'Filter already selected.' is shown below filter search field if user adds quick filter with same value again-Light","Verify that in Published Playbooks tab, an error message 'Filter already selected.' is shown below filter search field if user adds quick filter with same value again-Light",""
"passed","Wed Nov 16 03:17:42 IST 2022","Wed Nov 16 03:18:19 IST 2022","36958","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on Delete icon of Call Internal Function Right Panel shows Delete Block modal-Light","Verify that clicking on Delete icon of Call Internal Function Right Panel shows Delete Block modal-Light",""
"passed","Tue Nov 15 13:44:13 IST 2022","Tue Nov 15 13:45:39 IST 2022","86207","","Incident Test Dark theme","","Incident Test Dark theme","Verify that success toast notification is shown after updating any incident detail from incident summary right panel-Dark","Verify that success toast notification is shown after updating any incident detail from incident summary right panel-Dark",""
"passed","Sat Nov 12 18:26:45 IST 2022","Sat Nov 12 18:28:41 IST 2022","116448","","Connector Test Dark theme","","Connector Test Dark theme","Verify that user is able to add and apply more than one filter in Connectors-Dark","Verify that user is able to add and apply more than one filter in Connectors-Dark",""
"passed","Sat Nov 12 19:37:52 IST 2022","Sat Nov 12 19:38:05 IST 2022","12677","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'False Positive Rate' widget on SOC Manager Dashboard Page.-Dark","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'False Positive Rate' widget on SOC Manager Dashboard Page.-Dark",""
"passed","Sat Nov 12 20:01:12 IST 2022","Sat Nov 12 20:01:34 IST 2022","22031","","SLA Test Light theme","","SLA Test Light theme","Verify that clicking on Delete icon shows Delete SLA For Incident Type modal in SLA Configuration tab-Light","Verify that clicking on Delete icon shows Delete SLA For Incident Type modal in SLA Configuration tab-Light",""
"passed","Mon Nov 14 17:40:50 IST 2022","Mon Nov 14 17:41:16 IST 2022","26524","","Incident Test Light theme","","Incident Test Light theme","Verify that Search filter component is visible in Base Alerts tab of Incidents page-Light","Verify that Search filter component is visible in Base Alerts tab of Incidents page-Light",""
"passed","Wed Nov 16 03:24:31 IST 2022","Wed Nov 16 03:25:16 IST 2022","45860","","Playbook Test Light theme","","Playbook Test Light theme","Verify that user is able to drag and drop the Filter block on main canvas area of Playbook Editor-Light","Verify that user is able to drag and drop the Filter block on main canvas area of Playbook Editor-Light",""
"passed","Wed Nov 16 01:57:25 IST 2022","Wed Nov 16 01:58:02 IST 2022","37013","","Playbook Test Light theme","","Playbook Test Light theme","Verify the placeholder for Tags column when no Tags are selected while creating a playbook in Published Playbooks","Verify the placeholder for Tags column when no Tags are selected while creating a playbook in Published Playbooks",""
"passed","Tue Nov 15 13:00:32 IST 2022","Tue Nov 15 13:00:57 IST 2022","25728","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to switch between List view tab and Timeline view tab of Incidents tab-Dark","Verify that user is able to switch between List view tab and Timeline view tab of Incidents tab-Dark",""
"passed","Wed Nov 16 12:13:45 IST 2022","Wed Nov 16 12:15:13 IST 2022","88183","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to add filter block by providing values to Name and Condition field in Filter right panel-Dark","Verify that user is able to add filter block by providing values to Name and Condition field in Filter right panel-Dark",""
"passed","Tue Nov 15 14:07:54 IST 2022","Tue Nov 15 14:08:31 IST 2022","37147","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to update Incident Type from Incident summary right panel using Incident Type modal-Dark","Verify that user is able to update Incident Type from Incident summary right panel using Incident Type modal-Dark",""
"passed","Wed Nov 16 02:11:05 IST 2022","Wed Nov 16 02:11:29 IST 2022","24250","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to remove tags by clicking on cross icon of selected tag in Tags field of Create Playbook form-Light","Verify that User is able to remove tags by clicking on cross icon of selected tag in Tags field of Create Playbook form-Light",""
"passed","Sat Nov 12 19:03:45 IST 2022","Sat Nov 12 19:05:05 IST 2022","80244","","Connector Test Light theme","","Connector Test Light theme","Verify that clicking on 'Clear n Filters' clears the SELECTED FILTERS section of Connectors Add Filter window-Light","Verify that clicking on 'Clear n Filters' clears the SELECTED FILTERS section of Connectors Add Filter window-Light",""
"passed","Tue Nov 15 13:15:48 IST 2022","Tue Nov 15 13:16:28 IST 2022","40433","","Incident Test Dark theme","","Incident Test Dark theme","Verify that error message is shown when user searches for a non-existing incident name in Search field of Select Incident modal-Dark","Verify that error message is shown when user searches for a non-existing incident name in Search field of Select Incident modal-Dark",""
"passed","Tue Nov 15 13:58:03 IST 2022","Tue Nov 15 14:00:31 IST 2022","148722","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to filter incidents list by single severity and multiple severity-Dark","Verify that user is able to filter incidents list by single severity and multiple severity-Dark",""
